Dept,SKU      ,SKU Desc                                ,UPC           , SOH         , Max Stock   , In-Transit  , On Order    ,Stat, Unit Cost   , Unit Retail , SupplierNo, Supplier Name                     , Inner, Buy Cost    ,SupPackSiz ,  LuxTax,  QtySales   ,   CustReturn,   TotalSales        ,   TotalCost         ,   On Order TSF       ,  Promo Start,  Promo End  ,  Promo Retail,  Order Loc, SuppRepl  , SuppRepl Name                     ,  Repl Cost  ,  WhRepl  ,  ReplMthd, OrdDay ,CycleOrd    , IMU                 , QtyAllocated, QtyReceived, Ret Allow Ind,UDA Cluster                ,Item Bazar Status   ,Comment Desc                              ,Max Ord Reg        ,        Av Cost     ,  Multipack     ,Store,Block MD  , Reason                   , Final Matrix
97,97309514,SMART VALUE PLUS UDANG MATANG 40/50 1 kg,8993333104625,0,             ,             ,             ,C,125000,131500,8100041759, HALIM SUHERMAN  FOE               ,10,125000,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.05,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,125000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97235193,AYAM SOTO                               ,              ,0,             ,             ,             ,C,29000,50500,37182, ACHMAD NUR ANDRIYANTO             ,1,29000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.37,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,29000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97218443,ETC TERIYAKI TRAY 400G CHILLED          ,8994943003223,0,             ,             ,             ,C,47297,50590,45586," PLUIT COLD STORAGE,PT             ",12,             ,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,108,  PDET    ,     ALL,1,-0.03,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,47297,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97418496,P' NO DENDENG SAPI PEDAS 300 GR         ,2100974184961,0,             ,             ,             ,C,30833,43800,40043, SUWARTONO                         ,20,30834,20,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,40043,   SUWARTONO                       ,30834,110,  PDET    ,     ALL,1,0.23,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,30833,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97214910,PORK ROAST KG                           ,2168,0,             ,             ,             ,C,121000,127500,42225," HENDARMAN WIHARDJA,IR             ",1,318400,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-1.75,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,121000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97204350,HATI KAMBING kg                         ,              ,0,             ,             ,             ,C,54900,53000,19556, SUMARYOKO R.S.-19556              ,1,54900,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.14,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,54900,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97312073,UDANG PANCET AK 60 -70 FRZ 300 GR       ,884745326676,0,             ,             ,             ,A,35500,37500,36579," TIRTA ANUGRAH ABADI,PT-FRS        ",20,35500,20,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.04,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,35500,         N      ,449,       N  ,                          , NS
97,97213699,HINDSEMUR PROMO                         ,              ,0,             ,             ,             ,C,82000,86500,100043670," GREAT GIANT LIVESTOCK,PT          ",1,82000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.04,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,82000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97417200,TRIPLE THREE STREAKY BACON SLICED kg    ,2761,0,             ,             ,             ,C,398000,648650,44591," KAIROS NIAGA  PRATAMA, PT         ",6,527000,6,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,43180,"   KAIROS NIAGA PRATAMA,PT         ",527000,          ,  PDET    ,     ALL,1,0.11,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,398000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97300675,IKAN FRESH KEPALA SALMON KG             ,              ,0,             ,             ,             ,C,40000,1000000,400040215," OCEANICA MEGAH UTAMA , PT         ",1,1,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,6000031349,"   FEDORATAMA MUKTI JAYA, PT-SBY   ",28000,          ,  PDET    ,     ALL,1,1,             ,            , Y            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,40000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97408667,VIDA BAKSO SAPI NON VACUM 50 PCS        ,8998888524232,0,             ,             ,             ,C,20904,57150,34883," SAN MIGUEL FOODS INDONESIA,PT     ",10,33600,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.35,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,33600,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97215982,BAHAN AYAM HATI KG                      ,              ,29.7633,             ,             ,             ,A,39000,39900,100045451," SREEYA SEWU INDONESIA TBK, PT     ",1,39000,1,        ,19.054,0,704895,523744,                      ,             ,             ,              ,1,2030605,"   CIOMAS ADISATWA,PT-MDU          ",26000,          ,  PDET    ,     ALL,1,-0.08,             ,            , N            , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,25447.7091,         N      ,449,       N  ,                          , AX
97,97449408,VILLA PASTRAMI WHOLE kg                 ,2486,0,             ,             ,             ,C,186200,271000,3043, KEMANG FOOD INDUSTRIES PT.-3043   ,12,184805,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,6000032581,"   KEMANG FOOD INDUSTRIES, PT - S  ",184805,          ,  PDET    ,     ALL,1,0.25,             ,            , Y            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,186200,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97215133,BAHAN AYAM KAMPUNG GILING KG            ,              ,0,             ,             ,             ,A,103000,129900,37765, FLORA                             ,1,130000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.1,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,115000,         N      ,449,       N  ,                          , NS
97,97449186,FARMHOUSE SOSIS SAPI 24 PCS             ,8998888510624,0,             ,             ,             ,C,74257,134100,34883," SAN MIGUEL FOODS INDONESIA,PT     ",5,100380,5,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.18,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,100380,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97413393,FARMHOUSE SOSIS AYAM GORENG 12 PCS      ,8992990512033,0,             ,             ,             ,C,34103,500000,34883," SAN MIGUEL FOODS INDONESIA,PT     ",5,35126,5,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.92,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,34103.0073,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97212547,LEG PORK ROAST                          ,1735,0,             ,             ,             ,C,114500,120500,42645, PUPUT RAGIL - BLI                 ,1,318400,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-1.91,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,114500,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97210094,LAMB PAHA BELAKANG                      ,              ,0,             ,             ,             ,A,158052,178900,42244, KARYANTO WIROSUHARDJO-JBR         ,1,142854,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,300031349,"   FEDORATAMA MUKTIJAYA, PT- SBY   ",95000,          ,  PDET    ,     ALL,1,0.12,             ,            , N            , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,158052,         N      ,449,       Y  , SUPPLIER STOP BUSINESS   , NS
97,97415757,DENDENG SAPI MANIS 300g                 ,8997009748618,0,             ,             ,             ,D,28800,38400,37737," SUMBERPRIMA ANUGRAH ABADI,PT      ",20,28800,20,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.17,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,28800,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69928783,BELFOODS CHI NUGGET CORNFLAKES 450GR    ,8993071700202,143,             ,             ,             ,A,31531,45990,30680," BELFOODS INDONESIA, PT            ",12,             ,12,        ,1,0,45990,31531,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.25,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,31531,         N      ,449,       N  ,                          , BZ
69,69928792,HPM UDANG LAPIS TEPUNG BEKU 10 PCS      ,8994439280985,19,             ,             ,             ,A,26750,40990,46147," WIRONTONO BARU, PT                ",18,             ,18,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.28,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,26077.4442,         N      ,449,       N  ,                          , AZ
69,69928818,CJ KORASA TOPPOKI ORIGINAL 130 GR       ,8992220790194,9,             ,             ,             ,A,13100,19990,300044439," MULIA  RAYA  AGRIJAYA, PT.-       ",22,             ,22,        ,2,0,39980,26200,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.28,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,13100,         N      ,449,       Y  , SUPPLY PROBLEM           , BZ
69,69928827,CJ KORASA TOPPOKI SPICY  130 GR         ,8992220790200,0,             ,             ,             ,A,13100,19990,300044439," MULIA  RAYA  AGRIJAYA, PT.-       ",22,             ,22,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.28,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,13100,         N      ,449,       Y  , SUPPLY PROBLEM           , BZ
69,69928836,SO GOOD CRISPY CHI STICK 400 GR         ,8993110004186,56,             ,             ,             ,A,37919.39,58990,47485," JAPFA FOOD INDONESIA,PT           ",12,             ,12,        ,2,0,117980,75838.78,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.29,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,38181.82,         N      ,449,       N  ,                          , AZ
69,69928845,FIESTA CHI.CRISPY BUBBLE KATSU 400GR    ,8993207240794,10,             ,             ,             ,A,48694,74990,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",12,             ,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.29,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,48694,         N      ,449,       N  ,                          , CZ
69,69928854,CJ BIBIGO MANDU BEEF BULGOGI 400 GR     ,8992220790262,11,             ,             ,             ,A,46875,71990,300044439," MULIA  RAYA  AGRIJAYA, PT.-       ",16,             ,16,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.28,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,46875,         N      ,449,       Y  , SUPPLY PROBLEM           , BZ
69,69928863,CJ BIBIGO MANDU BEEF BULGOGI 180 GR     ,8992220790255,0,             ,             ,             ,A,21875,33990,300044439," MULIA  RAYA  AGRIJAYA, PT.-       ",24,             ,24,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.29,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,21875,         N      ,449,       Y  , SUPPLY PROBLEM           , BZ
97,97449104,FARMHOUSE CHICKEN SAUSAGE 6 PCS         ,8998888515254,0,             ,             ,             ,C,23268,32000,34883," SAN MIGUEL FOODS INDONESIA,PT     ",5,23966,5,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.18,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,23268,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97215508,BEEF BURGER KG                          ,3914,0,             ,             ,             ,A,88000,108500,45387," INDOGAL AGRO TRADING,PT           ",1,88000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.11,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,138083.8672,         N      ,449,       N  ,                          , NS
97,97234550,AYAM KULIT KG                           ,2707,79.15,             ,             ,             ,A,26000,49900,100045451," SREEYA SEWU INDONESIA TBK, PT     ",1,42000,1,        ,21.314,0,1011615,811120,                      ,             ,             ,              ,1,1030605,"   CIOMAS ADISATWA,PT-SBY          ",32000,          ,  PDET    ,     ALL,1,0.07,             ,            , Y            , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,35559.9608,         N      ,449,       N  ,                          , AX
97,97234489,AYAM KEPALA KG                          ,2706,11.128,             ,             ,             ,A,22000,32900,100045451," SREEYA SEWU INDONESIA TBK, PT     ",1,25000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,1030605,"   CIOMAS ADISATWA,PT-SBY          ",26000,          ,  PDET    ,     ALL,1,0.16,             ,            , Y            , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,10587.5414,         N      ,449,       N  ,                          , CZ
97,97207802,AYAM PREBIOTIC PC                       ,7044,0,             ,             ,             ,A,58500,77790,37682, MEILINA WITAN/NUGRAHA NICHOLAS T  ,1,58500,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.17,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,58500,         N      ,449,       Y  , SUPPLIER STOP BUSINESS   , NS
97,97312484,IKAN FRESH TERISI KG                    ,3900,0,             ,             ,             ,A,56000,59000,42990, KASIM.                            ,5,56000,5,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.04,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,56000,         N      ,449,       N  ,                          , NS
69,69928872,CJ BIBIGO MANDU CHICKEN 180 GR          ,8992220790231,0,             ,             ,             ,A,20000,31990,300044439," MULIA  RAYA  AGRIJAYA, PT.-       ",24,             ,24,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.31,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,20000,         N      ,449,       Y  , SUPPLY PROBLEM           , CZ
69,69928881,CJ BIBIGO MANDU KOREAN SPICY CHICKEN 180,8992220790248,0,             ,             ,             ,A,20000,30990,300044439," MULIA  RAYA  AGRIJAYA, PT.-       ",24,             ,24,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.29,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,20000,         N      ,449,       Y  , SUPPLY PROBLEM           , BZ
69,69928890,STARMAX GOLD FRENCH FRIES SHOESTRING 1KG,9551023090000,0,             ,             ,             ,A,30541,46990,100045257," SABANG MERAUKE TRADING,PT.        ",10,             ,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.29,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,30541,         N      ,449,       N  ,                          , CZ
69,69928907,STARMAX GOLD FRENCH FRIES STRAIGHT CUT 1,9551023090031,15,             ,             ,             ,A,30541,46990,100045257," SABANG MERAUKE TRADING,PT.        ",10,             ,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.29,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,30541,         N      ,449,       N  ,                          , BZ
69,69928916,STARMAX GOLD FRENCH FRIES CRINKLE CUT 1K,9551023090048,10,             ,             ,             ,A,30541,46990,100045257," SABANG MERAUKE TRADING,PT.        ",10,             ,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.29,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,30541,         N      ,449,       N  ,                          , BZ
69,69928925,RICHEESE SAUSAGE SMOKED BRATWURST 360 GR,8993175566131,0,             ,             ,             ,C,41389,62990,47385," RICHEESE DISTRIBUSI INDONESIA,PT  ",16,             ,16,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,47385,"   RICHEESE DISTRIBUSI INDONESIA,  ",41389,108,  PDET    ,     ALL,1,0.28,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,41389,         N      ,449,       Y  , NON ASSORTMENT           , BZ
69,69928934,SOSIS MINI SAPI CURAH PER-KG            ,8792,0,             ,             ,             ,A,67567.57,102990,400043254," BOLESCA FOODINDO , PT             ",6,             ,6,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.28,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,67567.57,         N      ,449,       Y  , AGING STOCK / OVER STOCK , CZ
97,97216427,SO GOOD PAHA DADA PEDAS MANIS 450 GR    ,8993110193385,0,             ,             ,             ,A,25500,35790,700047485," JAPFA FOOD INDONESIA,PT.          ",1,28930,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.11,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,26300,         N      ,449,       N  ,                          , CZ
97,97312797,GINDARA SLICE 250 Gr                    ,8997205290980,0,             ,             ,             ,A,30000,31500,46412," RUBINA TAN CEMERLANG, PT          ",20,30000,20,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,-0.05,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,30000,         N      ,449,       N  ,                          , NS
97,97312822,UNAGI FILLET 100-125 Gr                 ,8997205291000,0,             ,             ,             ,A,53000,56000,46412," RUBINA TAN CEMERLANG, PT          ",10,53000,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,-0.04,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,53000,         N      ,449,       Y  , SUPPLY PROBLEM           , NS
69,69928345,EDO PETITE CROISSANT CHEESE CRUST 66 GR ,8993492102678,0,             ,             ,             ,C,25450,40990,70004819," SUKANDA DJAYA,PT- DKI-            ",8,             ,8,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,20047360,"   SUKANDA DJAYA, PT- JMR          ",25450,          ,  PDET    ,     ALL,1,0.32,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,25450.45,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69928354,EDO PETITE CROISSANT BUTTERLICIOUS 66 GR,8993492102654,0,             ,             ,             ,C,25450,40990,70004819," SUKANDA DJAYA,PT- DKI-            ",8,             ,8,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,20047360,"   SUKANDA DJAYA, PT- JMR          ",25450,          ,  PDET    ,     ALL,1,0.32,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,25450.45,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69928363,EDO DANISH PASTRY SHEET 750 GR          ,8993492102432,11,             ,             ,             ,A,39705,64990,70004819," SUKANDA DJAYA,PT- DKI-            ",12,             ,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,20047360,"   SUKANDA DJAYA, PT- JMR          ",39705,          ,  PDET    ,     ALL,1,0.33,             ,            , N            , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,39705,         N      ,449,       N  ,                          , CZ
69,69928372,KANZLER ORIGINAL COCKTAIL 250g          ,8993200667772,17,             ,             ,             ,A,27568,39990,34716," MACROSENTRA NIAGABOGA, PT.-34716  ",30,             ,30,        ,5,0,179950,137840,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.24,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,27043.4405,         N      ,449,       N  ,                          , AZ
69,69928416,ROOTZ SINGKONG STRAIGHT CUT FRZ 900 GR  ,8991071950009,11,             ,             ,             ,C,30000,45990,41357," PERMATA SEJAHTERA,CV - BDG        ",10,             ,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.28,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,30000,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69928425,ROOTZ SINGKONG STRAIGHT CUT FRZ 400 GR  ,8991071950023,3,             ,             ,             ,C,16800,25990,41357," PERMATA SEJAHTERA,CV - BDG        ",24,             ,24,        ,4,0,103960,67200,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.29,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,16800,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69928434,ROOTZ SINGKONG CRINKLE CUT FRZ 900 GR   ,8991071950016,2,             ,             ,             ,C,30000,45990,41357," PERMATA SEJAHTERA,CV - BDG        ",10,             ,10,        ,1,0,45990,30000,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.28,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,30000,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69928443,ROOTZ SINGKONG CRINKLE CUT FRZ 400 GR   ,8991071950030,6,             ,             ,             ,C,16800,25990,41357," PERMATA SEJAHTERA,CV - BDG        ",24,             ,24,        ,1,0,25990,16800,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.29,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,16800,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69928452,HPM ROLADE AYAM 250 GR                  ,8995077001154,12,             ,0,             ,A,14127,21990,46452," PUTRA FIVA SEJAHTERA,PT           ",20,             ,20,        ,4,0,93420,56508,20,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.29,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,14127,         N      ,449,       N  ,                          , BZ
69,69928461,HPM ROLADE SAPI  250 GR                 ,8995077001161,21,             ,             ,             ,A,14490,22990,46452," PUTRA FIVA SEJAHTERA,PT           ",20,             ,20,        ,1,0,22990,14490,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.31,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,14490,         N      ,449,       N  ,                          , BZ
69,69928489,EDO SHABU SET SUKIYAKI 250 GR           ,8993492102449,6,             ,             ,             ,A,30768,46990,70004819," SUKANDA DJAYA,PT- DKI-            ",24,             ,24,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,20047360,"   SUKANDA DJAYA, PT- JMR          ",30768,          ,  PDET    ,     ALL,1,0.28,             ,            , N            , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,30752.6515,         N      ,449,       N  ,                          , CZ
69,69928498,EDO SHABU SET TOM YUM 250 GR            ,8993492102456,24,             ,             ,             ,A,33068,50990,70004819," SUKANDA DJAYA,PT- DKI-            ",24,             ,24,        ,1,0,50990,33068,                      ,             ,             ,              ,1,20047360,"   SUKANDA DJAYA, PT- JMR          ",33068,          ,  PDET    ,     ALL,1,0.29,             ,            , N            , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,32920.9688,         N      ,449,       N  ,                          , CZ
69,69928505,BELFOODS SOSIS CHICKEN COCKTAIL 400 GR  ,8994130900670,26,             ,             ,             ,A,36036,52990,30680," BELFOODS INDONESIA, PT            ",12,             ,12,        ,9,0,264950,324324,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.25,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,36036,         N      ,449,       N  ,                          , BZ
69,69928943,SOSIS MINI AYAM CURAH PER-KG            ,8709,5.858,             ,             ,             ,A,66666.67,101990,400043254," BOLESCA FOODINDO , PT             ",6,             ,6,        ,0.662,0,67520,44133.3355,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.28,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,66666.67,         N      ,449,       Y  , AGING STOCK / OVER STOCK , BZ
69,69928952,RICHEESE CHI NUGGET FLYING 400/500 GR   ,8993175566414,12,             ,             ,             ,A,41389,59990,47385," RICHEESE DISTRIBUSI INDONESIA,PT  ",12,             ,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.24,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,41389,         N      ,449,       N  ,                          , CZ
69,69928961,AJINOMOTO CHICKEN GYOZA 600GR           ,8992770191007,13,             ,0,             ,A,85766,130990,1000042340," MASUYA GRAHA TRIKENCANA , PT.     ",10,             ,10,        ,1,0,130990,85766,10,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.28,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,85766,         N      ,449,       N  ,                          , BZ
97,97213466,BAHAN SATE AYAM PACK                    ,              ,0,             ,             ,             ,C,24000,20000,200039173," DUA PUTRA PERKASA  PRATAMA,PT     ",1,24000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.32,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,24000,         N      ,449,       Y  , NON ASSORTMENT           ,   
